has_preamble,preamble_text,question,answer,subject,question_type,form,difficulty,subject_topic
No,,Explain why the compound $\mathrm{CH}_{3} \mathrm{COOH}$ is an acid but $\mathrm{CH}_{3} \mathrm{CH}_{2} \mathrm{OH}$ is not.,"Acidity depends on (i) ability to donate $\mathrm{H}^{+}$ions and $\quad$ (ii) the stability of the anion formed.
The $\mathrm{OH}$ bonds in each of the compounds is polarized. But when $\mathrm{CH}_{3} \mathrm{CH}_{2} \mathrm{OH}$ loses a proton the conjugate base $\mathrm{CH}_{3} \mathrm{CH}_{2} \mathrm{O}^{-}$is not stable and so readily recombines with $\mathrm{H}^{+}$to form $\mathrm{CH}_{3} \mathrm{CH}_{2} \mathrm{OH}$. When $\mathrm{CH}_{3} \mathrm{COOH}$ loses a proton, the conjugate base is stabilized by resonance.",Chemistry,1,NY,NY,NY
No,,"Since electronegativity decreases down a Group in the Periodic Table one would expect HF molecule to be a stronger acid than $\mathrm{HCl}$, but it is the other way round, Why?",$\mathrm{HCl}$ in water dissociates completely to give $\mathrm{H}_{3} \mathrm{O}^{+}$ions and $\mathrm{Cl}^{-}$ions. $\mathrm{HF}$ is a weak acid because the $\mathrm{H}-\mathrm{F}$ bond is very strong. Both $\mathrm{F}$ and $\mathrm{H}$ are small atoms and their orbitals can overlap effectively.,Chemistry,1,NY,NY,NY
No,,"Even though the iodine atom is less electronegative than the bromine atom, $\mathrm{HI}$ molecule is a stronger acid than $\mathrm{HBr}$ molecule. Why?",Acidity involves the heterogenous cleavage of the bond between $\mathrm{H}$ and the halogen OR Acidity depends on the strength of the bond between $\mathrm{H}$ and the halogen. HI bond is weaker. There is less effective overlap of the orbitals of $\mathrm{H}$ and I because of the larger size of the I atom.,Chemistry,1,NY,NY,NY
Yes,Each school will be presented with a balanced equation for a chemical reaction. State if the reaction is an acidbase reaction or a redox. If acid-base identify the acid and the base. If a redox identify the oxidizing agent and the reducing agent.,$2 \mathrm{H}_{2} \mathrm{~S}_{(\mathrm{g})}+\quad \mathrm{SO}_{2(\mathrm{~g})} \rightarrow \quad 2 \mathrm{H}_{2} \mathrm{O}_{(\mathrm{l})}+\quad 3 \mathrm{~S}_{(\mathrm{s})}$,Redox Reaction: $\quad \mathrm{SO}_{2}$ is the Oxidizing Agent; $\quad \mathrm{H}_{2} \mathrm{~S}$ is the Reducing Agent,Chemistry,1,NY,NY,NY
Yes,Each school will be presented with a balanced equation for a chemical reaction. State if the reaction is an acidbase reaction or a redox. If acid-base identify the acid and the base. If a redox identify the oxidizing agent and the reducing agent.,$\mathrm{CO}_{2(\mathrm{~g})}+\mathrm{H}_{2} \mathrm{O}_{(\mathrm{l})} \rightleftharpoons \mathrm{H}_{2} \mathrm{CO}_{3}$,Acid-base Reaction: Acid $=\mathrm{CO}_{2}$ (e-pair acceptor); $\quad$ Base $=\mathrm{H}_{2} \mathrm{O}$ (e-pair donor),Chemistry,1,NY,NY,NY
Yes,Each school will be presented with a balanced equation for a chemical reaction. State if the reaction is an acidbase reaction or a redox. If acid-base identify the acid and the base. If a redox identify the oxidizing agent and the reducing agent.,$\mathrm{Cl}_{2(\mathrm{~g})}+2 \mathrm{KI}_{(\mathrm{aq})} \rightarrow 2 \mathrm{KCl}_{(\mathrm{aq})}+\mathrm{I}_{2(\mathrm{~g})}$,Redox Reaction: Oxidizing Agent $=\quad \mathrm{Cl}_{2} ; \quad$ Reducing Agent $\quad=\quad\left(\mathrm{K}^{+}\right) \mathrm{I}^{-}$,Chemistry,1,NY,NY,NY
Yes,"One of the industrial uses of concentrated trioxonitrate(V) acid is the reaction with 1,2,3-propantriol to produce nitroglycerin, the active component of dynamite. The catalyst for the reaction is concentrated $\mathrm{H}_{2} \mathrm{SO}_{4}$. The balanced equation for the reaction is as follows:
$\begin{array}{lllllll}\mathrm{C}_{3} \mathrm{H}_{5}(\mathrm{OH})_{3} & + & 3 \mathrm{HNO}_{3} & \rightarrow & \mathrm{C}_{3} \mathrm{H}_{5}\left(\mathrm{NO}_{3}\right)_{3} & + & 3 \mathrm{H}_{2} \mathrm{O} \\ \mathrm{O} & = & 16.0 ; \mathrm{N}= & 14.0 ; \mathrm{C}=12.0 ; \mathrm{H}= & 1.00\end{array}$","Calculate the mass in kg of nitroglycerin that can be made from $92.0 \mathrm{~kg}$ of 1,2,3-propantriol, assuming the yield is $100 \%$.","$\quad \mathrm{C}_{3} \mathrm{H}_{5}(\mathrm{OH})_{3}+\mathrm{HNO}_{3} \quad \rightarrow \quad \mathrm{C}_{3} \mathrm{H}_{5}\left(\mathrm{NO}_{3}\right)_{3}+\quad+3 \mathrm{H}_{2} \mathrm{O}$
$92.0 \quad(63 * 3)=189 \quad 227 \quad 54.0$
Mass of trinitroglycerin form $92.0 \mathrm{~kg}$ of 1,2,3-propantriol $\quad=\quad 227 \mathrm{~kg}$",Chemistry,1,NY,NY,NY
Yes,"One of the industrial uses of concentrated trioxonitrate(V) acid is the reaction with 1,2,3-propantriol to produce nitroglycerin, the active component of dynamite. The catalyst for the reaction is concentrated $\mathrm{H}_{2} \mathrm{SO}_{4}$. The balanced equation for the reaction is as follows:
$\begin{array}{lllllll}\mathrm{C}_{3} \mathrm{H}_{5}(\mathrm{OH})_{3} & + & 3 \mathrm{HNO}_{3} & \rightarrow & \mathrm{C}_{3} \mathrm{H}_{5}\left(\mathrm{NO}_{3}\right)_{3} & + & 3 \mathrm{H}_{2} \mathrm{O} \\ \mathrm{O} & = & 16.0 ; \mathrm{N}= & 14.0 ; \mathrm{C}=12.0 ; \mathrm{H}= & 1.00\end{array}$","Calculate the mass of trioxonitrate $(\mathrm{V})$ acid needed to react with $138 \mathrm{~kg}$ of 1, 2, 3-propantriol.","$\quad \mathrm{C}_{3} \mathrm{H}_{5}(\mathrm{OH})_{3}+3 \mathrm{HNO}_{3} \rightarrow \mathrm{C}_{3} \mathrm{H}_{5}\left(\mathrm{NO}_{3}\right)_{3}+\mathrm{H}_{2} \mathrm{O}$ Mass of $\mathrm{HNO}_{3}$ needed to react with $138 \mathrm{~kg}$ of $1,2,3$-propantriol $=\frac{138}{92.0} * 189$
$$
=283.5=284 \mathrm{~kg}
$$",Chemistry,1,NY,NY,NY
Yes,"One of the industrial uses of concentrated trioxonitrate(V) acid is the reaction with 1,2,3-propantriol to produce nitroglycerin, the active component of dynamite. The catalyst for the reaction is concentrated $\mathrm{H}_{2} \mathrm{SO}_{4}$. The balanced equation for the reaction is as follows:
$\begin{array}{lllllll}\mathrm{C}_{3} \mathrm{H}_{5}(\mathrm{OH})_{3} & + & 3 \mathrm{HNO}_{3} & \rightarrow & \mathrm{C}_{3} \mathrm{H}_{5}\left(\mathrm{NO}_{3}\right)_{3} & + & 3 \mathrm{H}_{2} \mathrm{O} \\ \mathrm{O} & = & 16.0 ; \mathrm{N}= & 14.0 ; \mathrm{C}=12.0 ; \mathrm{H}= & 1.00\end{array}$","Calculate the mass of trinitroglycerin to be obtained from $184 \mathrm{~kg}$ of $1,2,3$-propantriol if the yield is only $90.0 \%$. Assume there is excess $\mathrm{HNO}_{3}$.","$\quad \mathrm{C}_{3} \mathrm{H}_{5}(\mathrm{OH})_{3}+3 \mathrm{HNO}_{3} \rightarrow \mathrm{C}_{3} \mathrm{H}_{5}\left(\mathrm{NO}_{3}\right)_{3}+\mathrm{H}_{2} \mathrm{O}$
$\begin{array}{lll}92.0 & 189 & 227\end{array}$
For $100 \%$ yield mass of trinitroglycerin from $184 \mathrm{~kg} \quad=\quad \frac{184}{92.0} * 227 \quad=\quad 454 \mathrm{~kg}$
For $90.0 \%$ yield, mass trinitroglycerin $=0.900 * 454=408.6=409 \mathrm{~kg}$",Chemistry,1,NY,NY,NY
No,,Explain how two liquids of different boiling points get separated in a simple distillation procedure.,When the mixture is heated the liquid with the lower boiling point begins to vapourise. This continues until the boiling point is reached. The vapour is $100 \%$ of that of the liquid with a lower boiling point. The vapour enters the condenser and gets collected as liquid. The second liquid distils at a higher temperature.,Chemistry,1,NY,NY,NY
No,,Explain how two liquids with close boiling points get separated by fractional distillation.,When the mixture is initially heated the vapour of the liquid of the lower boiling point constitutes a bigger fraction of the vapour that rises. As the vapour rises in the fractionating column it becomes richer and richer of the vapour of the low boiling liquid. The vapour finally becomes pure vapour of the lower boiling liquid; it enters the condenser and condenses as pure liquid. The second liquid distils later.,Chemistry,1,NY,NY,NY
No,,Explain how the fractionating column gets the vapours separated.,"The fractionating column offers a larger surface for condensation and re-evaporation processes. When the mixture of vapours enters the column, it condenses and as the liquid descends it meets hot vapour and re-evaporation takes place. The new vapour, richer in the vapour of the lower boiling liquid, rises and re-condenses. The process repeats itself further up the column until pure vapour of the lower boiling liquid enters the condenser. Generally, the temperature in the column decreases as the vapour ascends the column",Chemistry,1,NY,NY,NY
No,,What is Bayer Process used for?,It is a process for producing purified aluminium oxide from bauxite (by addition of hot aqueous $\mathrm{NaOH}$ to bauxite).,Chemistry,1,NY,NY,NY
No,,What is Down Cell used for?,It is a commercial electrochemical cell used for the electrolysis of molten $\mathrm{NaCl}$.,Chemistry,1,NY,NY,NY
No,,What is Hall - Héroult Process used for?,It is a commercial method for producing aluminium by electrolysis of aluminium oxide dissolved in molten cryolite.,Chemistry,1,NY,NY,NY
No,,Avogadro's hypothesis suggests that equal volumes of different gases at the same temperature and pressure contain the same number of particles. Provide a quantitative explanation to show that this is consistent with the Ideal Gas Law. $\quad \mathrm{R}=8.31 \mathrm{Jmol}^{-1} \mathrm{~K}^{-1}$. $\quad$ Assume pressure of $100 \mathrm{kPa}$ and temperature of $27.0{ }^{0} \mathrm{C}$.,"Ideal Gas Law states; $\quad$ PV $=$ nRT
$$
\frac{n}{V}=\frac{P}{R T}=\frac{100}{8.31 * 300}=0.0401 \mathrm{moldm}^{-3}
$$
This is true of all gases, irrespective of the identity of the gas.",Chemistry,1,NY,NY,NY
No,,"Calculate the densities of methane and air in $\mathrm{gdm}^{-3}$ and show that balloons filled with methane at $27.0{ }^{\circ} \mathrm{C}$ and $100 \mathrm{kPa}$ will float. Assume the molar mass of air at that temperature and pressure is 29.0 gmol $^{-1}$.
$\mathrm{CH}_{4}=16.0$","Since moles of gas per $\mathrm{dm}^{3}=0.0401$
Density of methane $=\quad 16.0 * 0.0401=0.642 \mathrm{gdm}^{-3}$
Density of air $=29.0 * 0.0401=1.16 \mathrm{gdm}^{-3}$
Hence methane is less dense than air and will float.",Chemistry,1,NY,NY,NY
No,,Calculate the densities of NO gas and propane and predict the behaviour of balloons filled separately with these gases. $\mathrm{NO}=30.0 ; \mathrm{C}_{3} \mathrm{H}_{8}=$ 38.0. Assume density of air $=1.16 \mathrm{gdm}^{-3}$,"Density of NO in $\mathrm{gdm}^{-3}=0.0401 * 30.0=1.20 \mathrm{gdm}^{-3}$
Density of $\mathrm{C}_{3} \mathrm{H}_{8}$ in $\mathrm{gdm}^{-3}=0.0401 * 38.0=1.52 \mathrm{gdm}^{-3}$
NO has almost the same density as air and will not float.
Propane is much denser than air and will not float.",Chemistry,1,NY,NY,NY
No,,The polynomial $f(x)=x^{3}+a x^{2}+2 x+b$ has $(x-1)^{2}$ as a factor. Evaluate a and b.,"$a=-5 / 2, b=-1 / 2$ $\left[\mathrm{f}(1)=1+\mathrm{a}+2+\mathrm{b}=\mathrm{a}+\mathrm{b}+3=0, \mathrm{df} / \mathrm{dx}=3 \mathrm{x}^{2}+2 \mathrm{ax}+2\right.$
$\left.(\mathrm{df} / \mathrm{dx})_{\mathrm{x}=1}=3+2 \mathrm{a}+2=0, \mathrm{a}=-5 / 2,-5 / 2+\mathrm{b}+3=0, \mathrm{~b}=-1 / 2\right]$",Mathematics,1,NY,NY,NY
No,,The polynomial $f(x)=x^{3}+a x^{2}+b x-2$ has $\left(x^{2}-1\right)$ as a factor. Evaluate $a$ and $b . \quad$,"$a=2, b=-1$
$[(\mathrm{x}-1),(\mathrm{x}+1)$ are factors, $f(1)=1+\mathrm{a}+\mathrm{b}-2=0, \mathrm{a}+\mathrm{b}=1, \mathrm{f}(-1)=$ $-1+a-b-2=0, a-b=3,2 a=4, a=2, b=2-3=-1]$",Mathematics,1,NY,NY,NY
No,,The polynomial $f(x)=a x^{3}+2 x^{2}+b x+4$ has $(x+1)(x-2)$ as a factor. Evaluate a and $b$.,"$\mathrm{a}=-4, \mathrm{~b}=10$
$[(x+1),(x-2)$ are factors, $f(-1)=-a+2-b+4=0, a+b=6, f(2)=8 a+8+2 b+4=$ $0,8 a+2 b=-12,4 a+b=-6,3 a=-12, a=-4, b=10]$",Mathematics,1,NY,NY,NY
Yes,Find the exact increase in the area of a square if the length of a side is increased from,$5.00 \mathrm{~cm}$ to $5.20 \mathrm{~cm}$,"$2.04 \mathrm{~cm}^{2}$
$\left[\right.$ Increase in area $\left.=(5.20)^{2}-(5.00)^{2}=10.20 \times 0.20=2.04 \mathrm{~cm}^{2}\right]$",Mathematics,1,NY,NY,NY
Yes,Find the exact increase in the area of a square if the length of a side is increased from,$10.00 \mathrm{~cm}$ to $10.30 \mathrm{~cm}$,"$6.09 \mathrm{~cm}^{2}$
$\left[\right.$ Increase in area $\left.=(10.30)^{2}-(10.00)^{2}=20.30 \times 0.30=6.09 \mathrm{~cm}^{2}\right]$",Mathematics,1,NY,NY,NY
Yes,Find the exact increase in the area of a square if the length of a side is increased from,$15.00 \mathrm{~cm}$ to $15.50 \mathrm{~cm}$,"$15.25 \mathrm{~cm}^{2}$
$\left[\right.$ Increase in area $\left.=(15.50)^{2}-(15.00)^{2}=30.50 \times 0.50=15.25 \mathrm{~cm}^{2}\right]$",Mathematics,1,NY,NY,NY
Yes,Find the first four terms in ascending powers of $\mathrm{x}$ in the expansion of the given binomial expression.,$(1+2 x)^{1 / 2}$,"$1+x-(1 / 2) x^{2}+(1 / 2) x^{3}$
$\left[1+1 / 2(2 x)+1 / 2(-1 / 2) / 2(2 x)^{2}+1 / 2(-1 / 2)(-3 / 2) / 6(2 x)^{3}=1+x-(1 / 2) x^{2}+(1 / 2) x^{3}\right]$",Mathematics,1,NY,NY,NY
Yes,Find the first four terms in ascending powers of $\mathrm{x}$ in the expansion of the given binomial expression.,$(1-3 x)^{1 / 3}$,"$1-x-x^{2}-(5 / 3) x^{3}$
$\left[1+(1 / 3)(-3 x)+(1 / 3)(-2 / 3) / 2(-3 x)^{2}+(1 / 3)(-2 / 3)(-5 / 3) / 6(-3 x)^{3}=\right.$ $\left.1-x-x^{2}-(5 / 3) x^{3}\right]$",Mathematics,1,NY,NY,NY
Yes,Find the first four terms in ascending powers of $\mathrm{x}$ in the expansion of the given binomial expression.,$(1+4 x)^{1 / 4}$},"$1+x-(3 / 2) x^{2}+(7 / 2) x^{3}$
$$
\begin{aligned}
& {\left[1+(1 / 4)(4 \mathrm{x})+(1 / 4)(-3 / 4) / 2(4 \mathrm{x})^{2}+1 / 4(-3 / 4)(-7 / 4) / 6(4 \mathrm{x})^{3}=\right.} \\
& \left.1+\mathrm{x}-(3 / 2) \mathrm{x}^{2}+(7 / 2) \mathrm{x}^{3}\right]
\end{aligned}
$$",Mathematics,1,NY,NY,NY
No,,"Two $5.0 \mathrm{~kg}$ objects, one stationary and the other moving at $20 \mathrm{~m} \mathrm{~s}^{-1}$, collide elastically in such a manner that the incoming object takes off at $30^{\circ}$ to the line of approach. Find the kinetic energy of the incoming object after the collision.","$750 \mathrm{~J}$
$$
T_{1}=\frac{1}{2} m_{1} u_{1}^{2} \psi=5.0 \mathrm{~kg} \times\left(20 \mathrm{~m} \mathrm{~s}^{-1}\right)^{2} \times 30^{\circ} / 2=750 \mathrm{~J}
$$",Physics,1,NY,NY,NY
No,,"In a similar elastic collision involving two objects each of mass $4.0 \mathrm{~kg}$, the kinetic energy of the stationary object is $840 \mathrm{~J}$ after the collision and the incoming object takes off at $60^{\circ}$ to the line of approach after the collision. Find the kinetic energy after the collision of the incoming object.","$280 \mathrm{~J}$
$$
T_{1}=T_{2} \psi=840 \mathrm{~J} \times 60^{\circ}=280 \mathrm{~J}
$$",Physics,1,NY,NY,NY
No,,"In another elastic collision of a similar kind, each object has a mass of $3.0 \mathrm{~kg}$ and the incoming object takes off at $45^{\circ}$ to the line of approach with a kinetic energy of $450 \mathrm{~J}$. Find the initial kinetic energy of the incoming object.","$900 \mathrm{~J}$
$$
T_{0}=T_{1} \psi=450 \mathrm{~J} \times 45^{\circ}=900 \mathrm{~J}
$$",Physics,1,NY,NY,NY
No,,Find the work done by $5.6 \mathrm{~mol}$ of a monoatomic ideal gas which undergoes an adiabatic process in which its temperature changes from $250 \mathrm{~K}$ to $420 \mathrm{~K}$.,"$12 k J$
$$
W=\frac{3}{2} n R\left(T_{f}-T_{i}\right)=3 \times 5.6 \mathrm{~mol} \times 8.314 \mathrm{~J} \mathrm{~mol}^{-1} \times(420 \mathrm{~K}-250 \mathrm{~K}) / 2=12 \mathrm{~kJ}
$$",Physics,1,NY,NY,NY
No,,A monatomic ideal gas undergoes an adiabatic process in which its pressure changes from $1.2 \times 10^{5} \mathrm{~Pa}$ to $2.1 \times 10^{5} \mathrm{~Pa}$ and its volume changes from $1.3 \mathrm{~m}^{3}$ to $0.80 \mathrm{~m}^{3}$. Find the work done by the gas in the process.,"$-18 k J$
$$
W=\frac{1}{\gamma-1}\left(P_{1} V_{1}-P_{2} V_{2}\right)=\frac{3}{5-3}\left(1.2 \times 10^{5} \mathrm{~Pa} \times 1.3 \mathrm{~m}^{3}-2.1 \times 10^{5} \mathrm{~Pa} \times 0.80 \mathrm{~m}^{3}\right)=-18 \mathrm{~kJ}
$$",Physics,1,NY,NY,NY
No,,A monatomic ideal gas undergoes an adiabatic process in which its pressure changes from $1.5 \times 10^{5} \mathrm{~Pa}$ to $2.5 \times 10^{5} \mathrm{~Pa}$ and its volume changes from $2.0 \mathrm{~m}^{3}$ to $0.40 \mathrm{~m}^{3}$. Find the work done by the gas in the process.,"$300 \mathrm{~kJ}$
$$
W=\frac{1}{\gamma-1}\left(P_{1} V_{1}-P_{2} V_{2}\right)=\frac{3}{5-3}\left(1.5 \times 10^{5} \mathrm{~Pa} \times 2.0 \mathrm{~m}^{3}-2.5 \times 10^{5} \mathrm{~Pa} \times 0.40 \mathrm{~m}^{3}\right)=300 \mathrm{~kJ}
$$",Physics,1,NY,NY,NY
No,,The double-slit experiment is performed with a slit separation of $1.0 \mathrm{~mm}$ and a separation between the slits and the screen of $2.0 \mathrm{~m}$. Find the wavelength of light that gives a fringe separation of $1.5 \mathrm{~mm}$.,"$750 \mathrm{~nm}$
$$
\lambda=a x / D=1.0 \times 10^{-3} \mathrm{~m} \times 1.5 \times 10^{-3} \mathrm{~m} /(2.0 \mathrm{~m})=750 \mathrm{~nm}
$$",Physics,1,NY,NY,NY
No,,Find the fringe separation for a wavelength of $550 \mathrm{~nm}$ in a double slit experiment in which the slit separation is $0.50 \mathrm{~mm}$ and the distance between the slits and the screen is $4.0 \mathrm{~m}$.,"$4.4 \mathrm{~mm}$
$$
x=\lambda D / a=550 \times 10^{-9} \mathrm{~m} \times 4.0 \mathrm{~m} /\left(0.50 \times 10^{-3} \mathrm{~m}\right)=4.4 \mathrm{~mm}
$$",Physics,1,NY,NY,NY
No,,Find the difference in fringe separation for two wavelengths $5.0 \mathrm{~nm}$ apart in a double slit experiment in which the slit separation is $2.0 \mathrm{~mm}$ and the distance between the slits and the screen is $10 \mathrm{~m}$.,"$2.5 \times 10^{-5} \mathrm{~m}$
$$
\Delta x=\Delta \lambda D / a=5.0 \times 10^{-9} \mathrm{~m} \times 10 \mathrm{~m} /\left(2.0 \times 10^{-3} \mathrm{~m}\right)=2.5 \times 10^{-5} \mathrm{~m}
$$",Physics,1,NY,NY,NY
No,,Seed priming is used by seed producers and growers to control germination. It is mainly used to shorten germination time. State one benefit of seed priming,"Faster speed of emergence
Enables seed to germinate and emerge even under adverse agro-climatic conditions
Improves uniformity to optimize harvesting efficiency
Increases vigour for fast and healthy plant development
Increases yield potential",Biology,1,NY,NY,NY
No,,Mention two of the three main characteristics of sound that enable the human ear differentiate between sounds that reach it.,"The human ear differentiates between the sounds that reach it through the sound pitch, the sound intensity and the sound quality.",Biology,1,NY,NY,NY
No,,Which structures of the inner ear are responsible for gravitational equilibrium?,The utricle and saccule are responsible for gravitational equilibrium. (The utricle and saccule are within the vestibule so don't accept vestibule),Biology,1,NY,NY,NY
No,,Which structures of the inner ear are responsible for rotational equilibrium? Semicircular canals are responsible for rotational equilibrium,"An invasive species is an introduced, nonnative organism (disease, parasite, plant, or animal) that begins to spread or expand its range from the site of its original introduction and that has the potential to cause harm to the environment, the economy, or to human health.",Biology,1,NY,NY,NY
No,,Mention one of the common traits invasive of species,"Fast growth
Rapid reproduction
High dispersal ability
Phenotype plasticity (the ability to alter growth form to suit current conditions)
Tolerance of a wide range of environmental conditions (Ecological competence)
Ability to live on a wide range of food types (generalist)
Association with humans
Prior successful invasions",Biology,1,NY,NY,NY
No,,The sound intensity $3.0 \mathrm{~m}$ from an engine is $18 \mathrm{~W} \mathrm{~m}^{-2}$. Find the sound intensity $9.0 \mathrm{~m}$ from the engine.,"$2.0 \mathrm{Wm}^{-2}$
$$
I_{2}=I_{1}\left(d_{1} / d_{2}\right)^{2}=18 \mathrm{Wm}^{-2} \times(30 \mathrm{~m} /(90 \mathrm{~m}))^{2}=2.0 \mathrm{Wm}^{-2}
$$",Physics,1,NY,NY,NY
No,,The sound intensity measured $250 \mathrm{~m}$ from a certain engine is $0.30 \mathrm{~W} \mathrm{~m}^{-2}$. Find the sound intensity $50 \mathrm{~m}$ from the engine.,"$7.5 \mathrm{Wm}^{-2}$
$$
I_{2}=I_{1}\left(d_{1} / d_{2}\right)^{2}=0.30 \mathrm{Wm}^{-2} \times(250 \mathrm{~m} /(50 \mathrm{~m}))^{2}=7.5 \mathrm{Wm}^{-2}
$$",Physics,1,NY,NY,NY
No,,The sound intensity measured $2.0 \mathrm{~m}$ from a singing bird is $2.5 \times 10^{-6} \mathrm{~W} \mathrm{~m}^{-2}$. Find the intensity of the bird song $5.0 \mathrm{~m}$ from the bird.,"$4.0 \times 10^{-7} \mathrm{~W} \mathrm{~m}^{-2}$
$$
I_{2}=I_{1}\left(d_{1} / d_{2}\right)^{2}=2.5 \times 10^{-6} \mathrm{Wm}^{-2} \times(2.0 \mathrm{~m} /(5.0 \mathrm{~m}))^{2}=4.0 \times 10^{-7} \mathrm{Wm}^{-2}
$$",Physics,1,NY,NY,NY
No,,Determine the radius of the Bohr orbit for the second excited state of a hydrogenic atom of atomic number 3 .,"$1.59 \times 10^{-10} \mathrm{~m}$
$$
r_{n}=n^{2} a_{0} / Z=3^{2} \times 0.529 \times 10^{-10} \mathrm{~m} / 3=1.59 \times 10^{-10} \mathrm{~m}
$$",Chemistry,1,NY,NY,NY
No,,Find the atomic number for a hydrogenic atom whose radius of the Bohr orbit for the second excited state is $9.52 \times 10^{-11} \mathrm{~m}$.,"5
$$
Z=n^{2} a_{0} / r_{n}=3^{2} \times 0.529 \times 10^{-10} \mathrm{~m} /\left(9.52 \times 10^{-11} \mathrm{~m}\right)=5
$$",Chemistry,1,NY,NY,NY
No,,Find the radius of the Bohr orbit for the first excited state of a hydrogenic atom of atomic number 4.,"$5.29 \times 10^{-11} \mathrm{~m}$
$$
r_{n}=n^{2} a_{0} / Z=2^{2} \times 0.529 \times 10^{-10} \mathrm{~m} / 4=5.29 \times 10^{-11} \mathrm{~m}
$$",Chemistry,1,NY,NY,NY
No,,Explain how indicators work during titrations.,"Indicators are weak organic acids (or bases). The acid-base conjugate pairs have different colours.
An indicator is chosen for a titration such that at the $\mathrm{pH}$ of the equivalence point there is a change from the acid to the conjugate base (or from the base to the conjugate acid) and hence a change in colour.",Chemistry,1,NY,NY,NY
No,,Explain why for volumetric exercises involving dilute $\mathrm{HCl}$ and $\mathrm{Na}_{2} \mathrm{CO}_{3}$ solution it is possible to use either phenolphthalein or methyl orange.,"$\mathrm{Na}_{2} \mathrm{CO}_{3}$ reacts with $\mathrm{HCl}$ in two steps.
$\begin{array}{llllll}\text { Step I: } \mathrm{Na}_{2} \mathrm{CO}_{3}+\mathrm{HCl} & \rightarrow & \mathrm{NaHCO}_{3}+ & \mathrm{NaCl} & \\ \text { Step II: } \mathrm{NaHCO}_{3} & + & \mathrm{HCl} & \rightarrow \quad \mathrm{NaCl}+\mathrm{CO}_{2}+\mathrm{H}_{2} \mathrm{O}\end{array}$
For step I, the solution is alkaline at the end-point with the formation of $\mathrm{NaHCO}_{3}$ and therefore phenolphthalein which changes colour in the alkaline region is suitable for that change.
For step II, the solution is acidic when $\mathrm{CO}_{2}$ and $\mathrm{H}_{2} \mathrm{O}$ are formed and methyl orange changes colour in that region.",Chemistry,1,NY,NY,NY
No,,Explain the volumetric exercises you would perform to determine the concentrations of $\mathrm{Na}_{2} \mathrm{CO}_{3}$ and $\mathrm{NaHCO}_{3}$ in a solution. (You need not explain how the concentrations would be calculated),Titrate the solution with the $\mathrm{HCl}$ solution using phenolphthalein as indicator and record the average titre $\mathrm{V}_{1}$. Either add methyl orange to the colourless solution and continue with the titration and record the average titre $\mathrm{V}_{2}$ OR use a fresh solution and titrate with methyl orange as indicator and record the titre as $\mathrm{V}_{2}^{\prime}$.,Chemistry,1,NY,NY,NY
Yes,"A gas cylinder at $27^{\circ} \mathrm{C}$ is known to contain $14.0 \mathrm{~g}$ of nitrogen gas, $8.00 \mathrm{~g}$ of oxygen gas, $11.0 \mathrm{~g}$ of $\mathrm{CO}_{2}$ and $4.00 \mathrm{~g}$ of He gas.
$\mathrm{O}=16.0 ; \mathrm{N}=14.0 ; \mathrm{C}=12.0 ; \mathrm{He}=4.00$",Calculate the total moles of gases present.,"$\quad \mathrm{N}_{2}: \quad \frac{14.0}{28.0}=0.500$
$\mathrm{O}_{2}: \frac{8.00}{32.0}=0.250$
$\mathrm{CO}_{2}: \frac{11.0}{44.0}=0.250$
He: $\frac{4.00}{4.00}=1.00$
Total number of moles $\quad=\quad 2.00$",Chemistry,1,NY,NY,NY
Yes,"A gas cylinder at $27^{\circ} \mathrm{C}$ is known to contain $14.0 \mathrm{~g}$ of nitrogen gas, $8.00 \mathrm{~g}$ of oxygen gas, $11.0 \mathrm{~g}$ of $\mathrm{CO}_{2}$ and $4.00 \mathrm{~g}$ of He gas.
$\mathrm{O}=16.0 ; \mathrm{N}=14.0 ; \mathrm{C}=12.0 ; \mathrm{He}=4.00$","If the total pressure registered by the pressure gauge on the cylinder is $300 \mathrm{kPa}$, what would be the volume of the gas cylinder? The Ideal gas constant, $\mathrm{R}=8.31 \mathrm{JK}^{-1} \mathrm{~mol}^{-1}$.",$\mathrm{V}=\frac{n R T}{P}=\frac{2.00 * 8.31 * 300}{300}=16.6 \mathrm{dm}^{3}$,Chemistry,1,NY,NY,NY
Yes,"A gas cylinder at $27^{\circ} \mathrm{C}$ is known to contain $14.0 \mathrm{~g}$ of nitrogen gas, $8.00 \mathrm{~g}$ of oxygen gas, $11.0 \mathrm{~g}$ of $\mathrm{CO}_{2}$ and $4.00 \mathrm{~g}$ of He gas.
$\mathrm{O}=16.0 ; \mathrm{N}=14.0 ; \mathrm{C}=12.0 ; \mathrm{He}=4.00$","If the total pressure was $500 \mathrm{kPa}$, what was the partial pressure of the nitrogen gas?","Mole fraction of nitrogen $=\frac{0.500}{2.00}=0.250$
Partial Pressure of $\mathrm{N}_{2}=\quad 0.250 * 500 \mathrm{kPa}=\quad 125 \mathrm{kPa}$",Chemistry,1,NY,NY,NY
